Intent,user_query,bot_response,language,augmented
outfit_recommendation,affordable western casual ke liye konsay brands dekho?,outfitters aur breakout trendy aur affordable western casuals dete hen 'daily wear ke lye theek rahte hen.,Roman Urdu,
outfit_recommendation,main gym ja raha/rahi hoon 'kya pehnon?,sports ke lye sporty-casual 'leggings/joggers aur trainers sahi rahenge. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,studio work ke liye kya pehnon?,minimal polished look with bold accessories creative settings ke lye acha he. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,garm aur hawa daar dusty day ke liye outfit?,fabrics aur layers mausam ke mutabiq choose karo.,Roman Urdu,
outfit_recommendation,maxi dress ke saath date night ke liye kya pehno?,denim ka suit aur emerald green warna ache lagenge. simple jhumkas aur heels try karo. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,would you recommend so kamal for someone looking for luxury eastern wear formal suits?,"i suggest so kamal if you want luxury eastern wear formal suits. expect prices around 15,000-70,000. it's a good pick for that purpose.",Roman Urdu,
outfit_recommendation,co-ord set ke saath interview ke liye kya pehno?,denim ka blazer aur peach warna ache lagenge. simple jhumkas aur heels try karo. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,silk scarf office ke liye kaise pehno?,blouse ya blazer pe silk scarf tie karo'polished accent milega. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,creative presentation ke liye outfit suggest karo.,neutral base aur artistic accessory showcase ke lye sahi he. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,amber imran ke baare mein batao 'kis style ke liye mashhoor hai aur qeemat kitni hoti hai?,"amber imran: luxury couture, bridal. price generally 25,000-100,000 ke beech hoti he.",Roman Urdu,
outfit_recommendation,summer beach wedding ke liye kya pehno?,"light linens ya breezy maxi dress, sandals aur sunhat choose karo; heavy embroidery avoid karo.",Roman Urdu,
outfit_recommendation,naye city mein campus vibes ke liye kya change karun?,location ke mutabiq fabrics aur footwear adapt karo.,Roman Urdu,
outfit_recommendation,maxi dress ke saath dawaat ke liye kya pehno?,cotton ka suit aur pastel pink warna ache lagenge. simple jhumkas aur heels try karo. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,kya aap careem couture recommend karenge agar mujhe eastern casual wear with modern touches chahiye?,"main careem couture recommend karunga agar aap eastern casual wear with modern touches dekh rahe hen. price generally 3,000-10,000 ke beech hoti he. yeh maqsad ke lye acha choice he.",Roman Urdu,
outfit_recommendation,wrap dress ke saath date mein kya pehno?,wrap dress aur wedges. This creates a balanced and stylish look.,Roman Urdu,
outfit_recommendation,which pakistani brands make good eastern wear?,"brands like khaadi, maria b, and sana safinaz are popular for eastern wear. comfortable bhi rahega.",Roman Urdu,
outfit_recommendation,baroque ke baare mein batao 'kis style ke liye mashhoor hai aur qeemat kitni hoti hai?,"baroque: semi-formal pret, party wear. price generally 4,000-12,000 ke beech hoti he.",Roman Urdu,
outfit_recommendation,"university ka pehla din hai, impressive dikhna hai.",achha fit aur neutral colors choose karo; simple accessories se confident lagoge.,Roman Urdu,
outfit_recommendation,co-ord set ke saath shaadi ke liye kya pehno?,linen ka jeans aur mustard warna ache lagenge. simple jhumkas aur heels try karo. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,barish se safe campus outfit batao.,"water-resistant jacket, dark quick-dry kapray aur waterproof shoes rakho.",Roman Urdu,
outfit_recommendation,sports mein kaunsa kapra acha lagega?,simple tee aur jacket ke sath jeans acha lagta he aur comfortable rahta he. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,quick makeup outfit for a 10-minute presentation?,"polished outfit and matte, long-wear makeup reduce shine on stage.",Roman Urdu,
outfit_recommendation,livestream class ke liye camera pe best top kya hai?,solid mid-tones aur acha lighting camera pe madad karta he.,Roman Urdu,
outfit_recommendation,suit ke saath interview ke liye kya pehno?,cotton ka suit aur navy blue warna ache lagenge. simple jhumkas aur heels try karo. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,al karam studio ke baare mein batao 'kis style ke liye mashhoor hai aur qeemat kitni hoti hai?,"al karam studio: pret, eastern formal. price generally 2,000-15,000 ke beech hoti he.",Roman Urdu,
outfit_recommendation,beechtree ke baare mein batao 'kis style ke liye mashhoor hai aur qeemat kitni hoti hai?,"beechtree: casual western wear, youth. price generally 1,500-5,000 ke beech hoti he.",Roman Urdu,
outfit_recommendation,"kya aap sanaulla recommend karenge agar mujhe men's formal casual, fabrics chahiye?","main sanaulla recommend karunga agar aap men's formal casual, fabrics dekh rahe hen. price generally 2,000-10,000 ke beech hoti he. yeh maqsad ke lye acha choice he.",Roman Urdu,
outfit_recommendation,"first day at college, want to make a good first impression.","go for a balanced look: well-fitted top, tidy bottoms, and subtle accessories. neutral colors photograph well and feel confident.",Roman Urdu,
outfit_recommendation,concert ke liye casual ya formal pehna chahiye?,simple tee aur jacket ke sath jeans acha lagta he aur comfortable rahta he. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,co-ord set ke saath office meeting ke liye kya pehno?,lawn ka kurta aur navy blue warna ache lagenge. simple jhumkas aur heels try karo. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,blazer ke saath mehndi ke liye kya pehno?,silk ka co-ord set aur peach warna ache lagenge. simple jhumkas aur heels try karo. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,evening dinner date ke liye kya pehna jae?,comfort polish: fitted top ya neat shirt aur acha shoes.,Roman Urdu,
outfit_recommendation,alizeh fashion ke baare mein batao 'kis style ke liye mashhoor hai aur qeemat kitni hoti hai?,"alizeh fashion: bridal and party eastern. price generally 10,000-50,000 ke beech hoti he.",Roman Urdu,
outfit_recommendation,acne ya dark circles hide karne ke liye?,"flattering necklines aur halka concealer, aur kapron ka color choose karo jo skin ko uplift kare.",Roman Urdu,
outfit_recommendation,kya aap so kamal recommend karenge agar mujhe luxury eastern wear formal suits chahiye?,"main so kamal recommend karunga agar aap luxury eastern wear formal suits dekh rahe hen. price generally 15,000-70,000 ke beech hoti he. yeh maqsad ke lye acha choice he.",Roman Urdu,
outfit_recommendation,shaadi ke liye bridal couture kis brand se lein?,asim jofa aur faraz manan bridal couture mein mashhoor hen 'intricate embroidery aur luxury fabrics miltay hen.,Roman Urdu,
outfit_recommendation,asim jofa ke baare mein batao 'kis style ke liye mashhoor hai aur qeemat kitni hoti hai?,"asim jofa: bridal and formal couture. price generally 15,000-100,000 ke beech hoti he.",Roman Urdu,
outfit_recommendation,monochrome minimalist look kaise banao?,mukhtalif textures use karo aur ek accent accessory add karo. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,jeans ke saath dawaat ke liye kya pehno?,satin ka kurta aur beige warna ache lagenge. simple jhumkas aur heels try karo. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,lazy laundry day pe one-item outfits?,easy-care basics ka capsule rakho emergencies ke lye.,Roman Urdu,
outfit_recommendation,statement necklace ke saath party mein kya pehno?,outfit simple rakho (solid top/dress) taake necklace highlight ho. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,kya aap 'clat recommend karenge agar mujhe luxury eastern formal bridal chahiye?,"main 'clat recommend karunga agar aap luxury eastern formal bridal dekh rahe hen. price generally 25,000-100,000 ke beech hoti he. yeh maqsad ke lye acha choice he.",Roman Urdu,
outfit_recommendation,how do lahore outfits differ from karachi aur islamabad?,"lahore often favors rich textures and traditional elements; karachi leans cosmopolitan and breathable fabrics; islamabad tends toward muted, polished styles.",Roman Urdu,
outfit_recommendation,2000 pkr ke andar smart-casual kya kharido?,"versatile basics lo, local market pe nazar rakho, fit pe focus karo.",Roman Urdu,
outfit_recommendation,beach wedding ke liye kya pehno?,"light linens ya breezy maxi dress, sandals aur sunhat rakho; heavy embroidery avoid karo.",Roman Urdu,
outfit_recommendation,dynasty ke baare mein batao 'kis style ke liye mashhoor hai aur qeemat kitni hoti hai?,"dynasty: men's formal, western shirts. price generally 2,000-8,000 ke beech hoti he.",Roman Urdu,
outfit_recommendation,picnic mein kaunsa kapra acha lagega?,bahar wala event he to layered aur breathable kapray lo. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,formal office meeting ke liye kurta kaise style karun?,"achhi fit wala kurta aur tailored trousers, simple loafers aur halka jewelry se polished office look milega.",Roman Urdu,
outfit_recommendation,thandi rooftop dinner ke liye kya pehno?,sleek coat aur closed-toe shoes rakhon; garam scarf add karo. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,family dinner ke liye kya pehnon?,halka layers aur simple accessories ghar walon ke lye sahi rahenge. comfortable bhi rahega.,Roman Urdu,
outfit_recommendation,orientation day outfit koi idea do.,smart-casual try karo: denim jacket ke sath plain tee ya simple kurta aur jeans'comfortable aur presentable.,Roman Urdu,
outfit_recommendation,1000 pkr ke andar campus outfit?,"versatile basics lo, local market pe nazar rakho, fit pe focus karo.",Roman Urdu,
outfit_recommendation,adan's libas ke baare mein batao 'kis style ke liye mashhoor hai aur qeemat kitni hoti hai?,"adan's libas: men's ethnic and casual. price generally 2,000-6,000 ke beech hoti he.",Roman Urdu,
